Tweets,OFF
الاشياء المقززه البنت تتابع كوره الكووره للعيال,1
حنه ورنا عزالله شالطاقه اللي,0
وربي ويش القرف ياخي طفشت شوي يطلعلي مقطع جديد كرهني التايم,1
حتي انتي,0
اناا اتفششلتت الله ياخدكم,1
لعين وذليل بمؤتمر الرياض يتلزق,1
بحكي منطق عالقليله بهله,1
اشب امكم مدربنا سييرا احمر,1
بعيد الشر محدش يزعل اختي الصغيره الناس ديه,0
قزم العهد,1
احنا هنخلص تعليم بقاااااااااا,0
يعيبوا الناس والعيب فيهم تحررتوا الفرس والترك والصهاينه تكلموا الاخلاق والعبوديه,1
ماطلع زين,0
مستحيل ينوكل كوارع صعبه,0
الزمالك حسنيه اغادير استمرارهم الكنفدراليه مصلحه الارهاق الاصابات وضغط الماتشات ورينا بقي بيضه حلوه انتي هتعملي معاهم ازاي ايه رايكم الحكم كيوت كده اوعي الحلال الحج,1
سؤال اصحاب العقول احنا دوله فقيره تخيلو شوي يعني شنو بتسووون بالشعب احنا اغني الدول بالعالم بوق ومافي خطه ومافي احترام اصحاب الفكر المتميزين المجالات الاهتمام بالمواطن تنتظرون الهجره الحل تعبنا,0
داليا مبارك عنز الشعيب ماتحب التيس الغريب,1
الذيب سداح فرصه هههههههههههه ههه,0
مدمني القهوه صحتييييين القهوه الطيبه,0
مسلمين خرابيط انت تكلم نفسك فتويتر ومحد ماعطيك وجه غيري لانني كنت احسب انك تتناقش باحترام طلعت ماتسوي,1
جبران باسيل معتوه,1
يالله روح فقر طير اشوفك ترسل,1
الله يوريك صوتي,0
بايع الكليجا اله الله فعل ناقصات عقل,1
هالقرف كرهته,1
الكلمه الوحيده الحق حياتك النجسه لئيم نهاب,1
انت شخص تافه لدرجه واطيه انا بحطك مستوا صرصور قطوش,1
قليل اتعامل اوادم اكثرهم حيوانات,1
,1
المشكله البنات المجتمعات مصدقاااات يفكر ياخذ وحده منهن يفكر ببنت تروح تلاحق الرجال جيل تربي الاسف,1
انتي بتعملي ايه اتفضلي خدي الريكوست وانزلي الموقع,0
طيب ربنا يبعت,0
بنات تكفون استنعوا والله ماعاد اتحمل حركاتكم,1
بايع الكليجا فتره صايرين بنات يقهروني بصرفاتهم بايخه انا استحيت مالي دخل ابد مافي خصوصيه حسيت انكم ماقد شفتوا خير قررررررف,1
وتتكلمون الشرف ولعنه الاجيال وانتو عار,1
تفوتني محاضرتين اني انام بلمكتبه ليا وجهه ادور كلاسي فكيو لايف,1
عظم الزعل اللي بيحصل جواك بيبقي العشم انك كنت فاكر انك غالي عزيز ناس فجاه تكتشف انك عزيز حاجه وعادي ملكش لازمه,0
طيب مانا موجود بشرب لبن حريمكم يازج يابنجالي,1
والله جماله جمال يوسف بالهيكل مستحيل,0
اسمك ايه رنيم رنيم مغنطيسي هلهلهاها اسمك ايه رنيم رنيم عشره سنين هالخلتااااهاه تبطلو قرف بقاا,1
قضاء المملكه فاسد ظالم يكره المراه ويصف التيوس مهجوره اربع سنه اريد قيودي,1
دوب النحله ماتقرص تلسع,0
المدير السبعه الصبح يعطي التعليمات حتي حفتر الحرب ماحكش هكي,0
ودي اعرف مين الحمير مصوتين,1
للاسف البلد وطز بهيك نواب فعلا نحنا اللبنانيين شعب بيهوي,1
انت المفروض ضيفي,0
مابيسوي حادث يبغا يتضارب الخلق هالصبح لعنك الله سواق درينا فله وين طلعلنا هاذا,1
عذاب فاجره منحطه واله العذاب انك رايحه جايه ودعس كرامتك الحمد اني سعودي اله يارب يديم سعود,1
بايع الكليجا اثقلوا شوي لهدرجه انخلص غماره يجي بايع الكليجا,1
زمان تكلميني انا عندي نفسيه اتكلم انا احتمال اقطع علاقتي بنفسي اساسا,0
لدغه قاتله بدات قناه العهر الاعلامي بلبنان نشر معلومات شاهد عيان الله ياخدكم انتوا سوريه استعملت غاز الكلور والاصابات بالعشرات لعنكم الله اولاد الحرام وكل عمركم الارهابيين وبتمويل وهابي نجس كزعاماتكم الموفد السعودي سيدعس راسكم,1
الله يهون عليكم,0
بطق وحده والنوده ليحين ماراحت,0
يعني انا بقالي فتره مبطل اتكلم السياسه بتسرقوا الاكونت ليه ياولاد الكلب,1
الامير متعلم تاكل بعقلنا حلوه ترانا الجمهور الهلالي فاهمين الكوره تحط فيهم مدرب لهلال واخذ الدوري يعني لاتسوق امها علينا وتحسبنا انا اطفال المتوسط,1
مهجوره اربع سنه اريد قيودي يتبدد حلم الفتاه ظفرها بصاحب الجواد الابيض لطالما يمر بخيالها فيتحول,0
ايييي مشالله حييل نزفزتيني,0
بايع الكليجا يالطيف كميه سلتحه طبيعيه البنات يجي يقلي وبنت ترامب تغزلتوا تغزلت بالعكس كلهم سلنتح حقين بنت ترامب بايع الكليجا الله يكثر امثالكم,1
هههههههههههههههههههه,0
رساله الرئيس عبد الفتاح السيسي لرئيس الاركان مقر القياده بشرق القناه يامحمد عاوزك تشيل الارهابيين الارض,0
انت تعديت مرحله الكذب وصلت معك لاعلي الكذب انت عندك دكتوراه الكذب وماستر الارتزاق وانت بايع ذمتك براد ابو اله ياخذك ويخلصنا منك فار ابن الفار ابن العار,1
الظلاميه سمعوني احلي صيااااااح,0
الهاشتاقات بتويتر بالفتره صايره سامجه لدرجه تطاق,1
تسمح لنواياك الوسخه الظالمين,1
زمانكم اللي مضي,0
استغفرالله,0
السعوديه الامارات دور اليمن قطر دور الفتنه والخراب اليمن وطر الجيش القطري طرد الكلب الشارد فبقيت قناه الجزيره تنبح قطر القوات الامارتيه والسعوديه,1
ابله الابتدائي دايم تضرب البنات واخذت نصيبي المهم اني كنت طول عمري اقول اشوفها وانا كبيره انتقم واضربها عمري شفتها رمضان جايه المسجد تصلي التراويح كرسي متحرك ورجل بالدنيا ورجل بالاخره قلت فقلبي الله يسامحك افضح معنفك,1
كله بيتعوض بتموت بتحس انك ميت اللي حواليك بيتالموا الشئ بتكون غبي,1
ابوو طبيع مايغير طبعه تبينا نسامحك اصيل,0
ماملت عينك القصه,0
فتره شايف نفسك علينا,0
زين وانا,0
ستفعل يعني ستصرعنا,0
خبرتك بطلع قلتي طلعي,0
صوره العرض اغث,0
وايييي نفرت دارم يعني اين اسباب كشي,0
وهل تصوير دعائي فعلا البليه يضحك مره اشوف اتحاد كره مسؤول كذابين,1
غيري اللوكيشن المثبته عشان يصير تشجيعك قلب يصير النحس مفعول واذا خسر ترجعي للنصر خليك معهم,0
