Tweets,HS
يعني مرتضي حلو اشياء تشتري عزيزي تاخده كله تسيبه كله هتقولي اللي ينفع يبقي انت مؤيد للقذاره والسفاله والانحطاط الاخلاقي الغير موجود مكان العالم كله الزمالك شوفت فيديو ماتش,1
معرفي قطر عمري داعمي الارهاب قطع يدهم,1
ياغبيه انته حضرتي للبيشرح غلط,0
مسوي يكتب خواطر وجهه الودر خواطره زينه الله ياخذه,0
هيدا اصله سوري ويجب سحب الجنسيات السوريين لان النا خير بهيك ناس,1
كتلونيا معذبتكم وداعستكم,1
هووه انتم ملعب مستنقع ليل وربي حيوان مظلوم الاسد,1
عندنا وعندج خير,0
ابيخ لقطه تمشي مصقع للجامعه ناسي تزدان الفلوس وتكمل الباص وضعي ناقصه مطر يكمل,0
ترا الوضع فله وطقطقه يانفسيه,0
عشان تصدقوني قلت ليكم اخاف هالدكتور خوفي ماكان عبث,0
وانت بعيد عليا لسه بتحلم بيك عنيا,0
بونسوار بدي كلبه اتسلي معا تجي خاص وتعمل فلو مطيعه وزهئانه متلي,0
صارت الساعه وبس بنتين الكلاس لايكون الكلاس تكنسل,0
سوري وتتكلم الاصول ياكنعاني مافيه مقارنه بينك اهل الخليج انت عربي حتي اشكالكم عربيه بقايا مستعمرين وملقطين قاره ههههههههههههههههه,1
خنتني,0
يطقطقون السعودي يقولون خاروف عطينهن وجه طلعن قطيع معزا وبقر,1
بايع الكليجا والله طلعوا الشباب فيهم مزز الحلوين المزز يحطون سناباتهم بكحل شباب وبنات اهم حلوييين,0
ابغاء للكحه,0
افضح معنفك الهاشتاق كله يشتكون المعلمين والمعلمات ويلوموني حقدت عليهم يفرغون عقدهم النفسيه فينا مدرساتي الابتدائي الله يسامحكم,1
الجلد الليفر واللي يصيح مدريد وشبيحه المونتهي ليله طرب ليله دعس,1
عليج وعلي نغل يترحم ابوج النغل,0
اليك,0
ماادري اعلق لهدرجه اهلكم شيون ماتشوفون قولتكم جميل تجيكم الشهقه الحمدلله عفانا,0
نكديه اسكتي واي بتسالني انا نكديه سؤال,1
لاتنمك ياطحلب تاريخك كله بطولات وانا لاتنمك نواف التمياط حسم عليكم بطولات بطولاتكم علينا,1
السعوديه الامارات دور اليمن قطر دور الفتنه والخراب اليمن وطر الجيش القطري طرد الكلب الشارد فبقيت قناه الجزيره تنبح قطر القوات الامارتيه والسعوديه,1
يارب كنت ثقيل خلني قلبه لين يموت الحيوان,0
تعبت انا ادور وحده حلوه مافيه,0
انا جاوبتك شبهتك والحمار يفهم الخبيث يستلعن مثلك الحين جاوب شيوخكم السلق بعر البعير ليش يتجرءون ويكفرون وعثمان رضوان اله عليهم خوارج كلاب النار جاوب السلقه جاوب تهرب شيوخكم يكفرون,1
احوووووول,0
ينطق الرويبضه لامي نجوم,0
الله الله ويلوموني بحبك,0
مجرم خبيث انت وامثالك قذر عميل ليهود كافه ولنظام الاجرام بقطر يستخدمك وامثالك لمخطاتهم الاحرام يستشري دماءكم,1
مااطقع منك واللي المقطع يعتبر يلاحق دامك تلاحق بنات خلق الله باي عذر فانت وضيييييع وحقير وتبحث الزنا وتحطها عبايه تفووووو,0
هههههههههههههههههه والله ماودي اضحك ياجهيمان فعلكم,0
خذيتوها بدموع احمد عيد ياقلبي,0
عبدالفتاح عسيري تصاريح البزران طقني طقيته سبني سبيته اكبر هاذي بيئه الاهلي تتغير,1
مافيا فاسده وشعب منافق جوخ,1
بايع الكليجا ماغث قلبي الصوت تقول تبارك الرحمن وووع صوتها شكلها مغاره عايشه ماقد شافت خير,0
بالغتوا والله,0
الحجه بالحجه همجي رعاع القادم ادهي وامر وعد القادم ادهي وامر مخلفات التجنيس المواليد بينا التغريدات ولست انت شاكلتك خلايا عزمي تنظيم الحمدين مجنس بالمواليد يشتم ويزيد اصله وفصله,1
هههههههههههه انتم خذيتو افضل لاعبي فيفا بالسعوديه تعادلت مستر فيفا,0
يعجب الكثير طريقه كلامك الله خلق المراه للطقطقه جاهل,1
غدر بالغدار ملك بينحط الراس انتم حتاله المجتمع محرومين تجار المخدرات تتكلمو اسيادكم روح طهر نعيك ايها المجوسي الطهراني الكلب مدعوس الصباط صرصار بايام العز اتفوووو صورتك واسمك لكل,1
بروح اللاعبين والعزيمه والاصرار واللعب الشعار وعدم التخاذل والبرود باذن الله الدوري هلالي افعلوها محتاجي,0
بايع الكليجا والله الهاشتاق يجيب الغثيان وضع البنات مخزي اخر فتره بلاش الهمجيه وانحطاط بليز,1
مشرده لاجءه واله انتي حزبك يعيشون ربع عيشتنا الحمد,1
والله التافه انت واشكالك الخونه مطيه الفرس شفت الخير ايران المجوسيه شوف شعبك وين يعمل خمسه نسمه متواجدين السعوديه ولهم التقدير والاحترام ويصرفون عوائلهم اليمن الخير,1
الله يسود وجهك وين اودي وجي,0
صبحكم الله بما تحبون اخاف المرتفعات ابي غضب,0
مفيش ادب يبقي نتربي,0
قوته العرب الجبان امريكا واسرائيل انحششش,1
قالها بصراحه احكمكم اقتلكم شوفي مرحله مرسي سيئه والاخوان فاشلين السياسه ممكن اقتصاديا عندهم عقول وممكن ينجحون العمل السياسي فاشلين مرسي عهده اعطاهم مساحه كبيره الحريه لدرجه انهم كانو يشتموه ويتمصخرو,1
والله ترند السعوديه كميه ققرففف,1
اقوي جهاز استخباراتي العالم بنات حطوا بالهم رجل والله يطلعون شنو تغدي وشنو يحب وشنو يكره يترزق الله يبيع كليجا بالجنادريه سوووا اقوي بحث تحري الكره الارضيه ويقولون الرجال عينهم زايغه,1
بايع الكليجا اعوذبالله الواحد ماعاد يرتاح معكم فتره الرجال طايرين بنت ترامب فشلونا واللحين البنات طايرين بايع الكليجا صدق انكم شعب مسعور ومو شايف خير الله يخارجني مجتمعكم المتخلف هاذا خير كرهت الحياه منكم,1
مشرق وجميل المستشفي,0
صلاه الجنازه القادمه انت حسيبكم ربي ياهل الضيقه الكابه ربي خلقنا واحيانا ومنحنا الحياه وانتم تبونا نموت تاق موت وقبر بشر تنفر وانتم اساليب التنفير استخدمتموها قطع,1
مفبرك يالله خير انت مطبل مسكين تتكلم ومصدق اعلام مصر والسعوديه وتبي تقنعني سلول داعسينكم دعس فقر وبطاله وظايف سوبرماركت وذل ومملكه شبوك وما تعترف وضعكم صاير اسوا لين اسوا,1
